n_train,repeat,setup,auc,average_precision,brier_score
500,23,logistic,0.5427977592362536,0.011174631605346385,0.013879130122395682
500,23,catboost,0.5041523046293602,0.009991087201808146,0.009406780444499753
500,23,hgb,0.4953870502265665,0.009730327057366369,0.009373374659481203
500,23,decision_tree,0.4850966371388204,0.009069634017161375,0.010762555839806509
500,23,figs,0.5059468841881009,0.009500680020119494,0.08481589371767873
500,23,greedy,0.5043448502272944,0.009683760404521511,0.018600370132770463
500,24,logistic,0.5803005405599554,0.012805285226696652,0.014484885241766776
500,24,catboost,0.5043772977646421,0.010312353130830183,0.010187239042274268
500,24,hgb,0.5088922529574299,0.01075052469088298,0.01012675764843652
500,24,decision_tree,0.501827348241705,0.009987426920287572,0.01144865393740523
500,24,figs,0.5012351487117125,0.010107759922682523,0.08574012803219874
500,24,greedy,0.5029129338012883,0.010187743124882208,0.02026172813066182
500,25,logistic,0.5675973260463081,0.013601011748298605,0.014544002442415369
500,25,catboost,0.5042634624454818,0.010556639682616442,0.01022803647413578
500,25,hgb,0.5172895952094485,0.012232587218170752,0.010197212325390205
500,25,decision_tree,0.4931668165630649,0.009805926850509041,0.011540029211970355
500,25,figs,0.5006176737835911,0.010133191433115451,0.08538891899268114
500,25,greedy,0.5002872947749006,0.010229264119287497,0.019977345420612438
500,26,logistic,0.5595582131086375,0.012838319948125535,0.015099103437810549
500,26,catboost,0.5059118680430321,0.011506700035052317,0.010454024755618529
500,26,hgb,0.5115861109383745,0.010676979765502598,0.010458856618344439
500,26,decision_tree,0.4970820766743362,0.010084037666109446,0.011811190301320539
500,26,figs,0.5013812884770847,0.01043265179988307,0.08544437305155232
500,26,greedy,0.5001909085255892,0.010537529917927295,0.019579382460449476
500,27,logistic,0.5637651849370091,0.012920073200992394,0.013687573430439847
500,27,catboost,0.4975729313282249,0.009816300620125323,0.009751699785600023
500,27,hgb,0.5156397967931293,0.010623945834193037,0.009696555458052614
500,27,decision_tree,0.4920843840108282,0.00945263028610905,0.011083312734294228
500,27,figs,0.5031730115399229,0.00974126793745984,0.0851486180709059
500,27,greedy,0.49974820952596694,0.009691708726341522,0.0190274071626075
500,28,logistic,0.5622737722335857,0.012009787885744904,0.014291711012181551
500,28,catboost,0.5099280021835001,0.010298402993863594,0.00968475278186891
500,28,hgb,0.5124841096084457,0.010393368999342588,0.009665602337702101
500,28,decision_tree,0.49285376884884147,0.009320281496088094,0.011040864303409243
500,28,figs,0.5032654258708905,0.009704000324000324,0.08509316401203472
500,28,greedy,0.500610173402435,0.00967930296583015,0.018778333097733427
500,29,logistic,0.5829538944395074,0.013295449254752973,0.014866042010801637
500,29,catboost,0.4939234867511952,0.010442368115877414,0.01036601592495449
500,29,hgb,0.554417623284092,0.012374779768905653,0.0103489955778666
500,29,decision_tree,0.5012607818490817,0.010206709992548186,0.011642150625155978
500,29,figs,0.5029939293446355,0.01036164826868352,0.0849083171491307
500,29,greedy,0.4996280636538951,0.010315697817766298,0.019610678751145773
500,30,logistic,0.55823400506511,0.01239155979247596,0.014680173589665021
500,30,catboost,0.49291233627388953,0.010086196004236473,0.010149467858668283
500,30,hgb,0.513278974153945,0.010647552112141773,0.01011363081407515
500,30,decision_tree,0.4944524822296799,0.009902118883138482,0.011465655901924767
500,30,figs,0.5041340537898736,0.010180502939328918,0.0848990748059855
500,30,greedy,0.49761063495584673,0.010275727827888475,0.019360123208790218
1000,1,logistic,0.5565651286936641,0.011788285002073115,0.010187983925638959
1000,1,catboost,0.4972424980994692,0.010512787125412077,0.010053363460292966
1000,1,hgb,0.5374483607276076,0.010715536630087199,0.010061157202527678
1000,1,decision_tree,0.5008101380604588,0.010018378519489307,0.010350409728110355
1000,1,figs,0.4999879503511087,0.01005976143141153,0.07878988598700819
1000,1,greedy,0.5058526952112405,0.010177763467112359,0.01111527004593398
1000,2,logistic,0.5563056488103926,0.01294685206004052,0.01002596409178735
1000,2,catboost,0.49294456655180685,0.009952060811555826,0.009913634082050158
1000,2,hgb,0.5443873385272223,0.011724755808199209,0.009922799607818092
1000,2,decision_tree,0.5280303595538712,0.011003559721051303,0.01012985902978412
1000,2,figs,0.500731449527702,0.009938892005610097,0.0789839751930574
1000,2,greedy,0.5037275417300915,0.009951862688985472,0.011214852274138938
1000,3,logistic,0.5600046195412969,0.012288855702382693,0.010143792605971955
1000,3,catboost,0.5167068235294496,0.01076857243667794,0.010012935111516815
1000,3,hgb,0.5025237913836764,0.010365061477251282,0.010020736124789735
1000,3,decision_tree,0.5071270618624566,0.010184421351136164,0.010289681145560442
1000,3,figs,0.49990505665168183,0.010018201109742237,0.07885458238902458
1000,3,greedy,0.5042620671906959,0.010113768726841952,0.011184653102185221
1000,4,logistic,0.5545057166636356,0.01317336433401929,0.010364999131758186
1000,4,catboost,0.5149565535458092,0.011764935091852254,0.010232489734466395
1000,4,hgb,0.5395149850089921,0.011928087439049362,0.010240341598397656
1000,4,decision_tree,0.5148418240280471,0.010572764993691,0.010483391421546591
1000,4,figs,0.505620049304882,0.010635555555555556,0.07899321753620259
1000,4,greedy,0.5144900184135548,0.010808151575067534,0.011441887397305882
1000,5,logistic,0.5796732705911251,0.015806431502492044,0.010472103353299858
1000,5,catboost,0.496809989813727,0.010539002998595202,0.01037320565593722
1000,5,hgb,0.5379329540826456,0.011975071407910598,0.01038004811488461
1000,5,decision_tree,0.5078952279964686,0.010672172376177857,0.010633737620739998
1000,5,figs,0.4989222036102762,0.01036949153829361,0.07898397519305739
1000,5,greedy,0.5017772727539996,0.010451058392393598,0.011429358466886046
1000,6,logistic,0.5781413388584528,0.014152805862601415,0.00988627104310252
1000,6,catboost,0.5010825918381567,0.01106625125862044,0.00977308702934217
1000,6,hgb,0.5407294795038213,0.011361166533530673,0.009779931710523918
1000,6,decision_tree,0.5008489778499987,0.009799804751411612,0.010060087152344068
